主从表关联ID,帐号,数据状态,行政区划代码,行业代码2017,注册资金,上市及新三板、四板挂牌情况,上市挂牌时间,本公司是否为上市挂牌企业主体,上市挂牌企业年末市值,工业总产值当年价格,营业收入,其中主营业务收入,其中技术收入,其中技术转让收入,技术承包收入,技术咨询与服务收入,接受委托研究开发收入,产品销售收入,其中高新技术产品,商品销售收入,其他营业收入,净利润,从业人员期末人数,其中留学归国人员,其中外籍常驻人员,其中引进外籍专家,其中当年新增从业人员,其中吸纳高校应届毕业生,从业人员年平均人数,具有研究生学历位人员,其中博士,其中硕士,具有大学本科学历位人员,具有大学专科学历人员,接受高等教育前为非就业地户籍人员,技能人员,其中高级技师国家职业资格一级,技师国家职业资格二级,高级技能人员国家职业资格三级,中级技能人员国家职业资格四级,初级技能人员国家职业资格五级,中层及以上管理人员,专业技术人员,科技活动人员合计,科技活动费用合计,当年专利申请数
47945,91450200751219011F,en,4502,3821,16000,00,,,0,300938,89862,89862,0,0,0,0,0,89862,31,0,0,297,223,0,0,0,0,0,225,0,0,0,27,103,0,0,0,0,0,0,0,0,0,113,6755,1
47946,91450200675035658A,en,4502,7452,2000,00,,,0,0,11527.41,11527.41,11527.41,0,0,11527.41,0,0,0,0,0,-206.41,61,0,0,0,10,1,61,2,1,1,21,30,21,37,0,0,4,14,19,16,36,40,786.99,0
47947,91450200569067453G,en,4502,7320,2000,00,,,0,0,2116,2116,2116,0,0,0,2116,0,0,0,0,107,20,0,0,0,4,2,19,4,3,1,13,3,10,1,0,0,1,0,0,3,17,19,1380,10
47948,91450200552288874T,en,4502,5299,2000,00,,,0,0,2942.66,2942.66,121.18,0,0,121.18,0,2686.4,2686.4,135.08,0,243.09,10,0,0,0,0,0,10,0,0,0,4,4,0,0,0,0,0,0,0,2,2,10,250,0
47949,914502002729628959,en,4502,2632,20000,00,,,0,53620,50058,50058,0,0,0,0,0,50058,50058,0,0,276,106,1,0,0,16,16,96,2,2,0,28,36,12,32,2,0,0,20,10,8,32,32,7446,0
47950,91450200554744888M,en,4502,0143,200,00,,,0,0,2268.45,2268.45,0,0,0,0,0,2268.45,2268.45,0,0,840.5,15,0,0,0,0,0,15,0,0,0,1,5,0,0,0,0,0,0,0,3,6,7,449.4,0
47951,914502006621163794,en,4502,6513,10000,00,,,0,0,658,658,0,0,0,0,0,658,599,0,0,-306,12,5,2,2,0,0,14,7,2,5,5,0,6,6,1,1,1,2,1,3,6,11,635,8
212656,91450205753725655E,EN,4502,6531,10000,00,,,0,0,27797.52,27797.52,0,0,0,0,0,27797.52,26445,0,0,1651.95,42,0,0,0,11,8,38,0,0,0,25,15,0,0,0,0,0,0,0,10,26,26,1717,0
212664,91450200682143518U,EN,4502,3821,10000,13,2018,1,16000,3182.27,2433.77,2433.77,0,0,0,0,0,2433.77,2433.77,0,0,37.62,28,0,0,0,0,0,30,0,0,0,3,4,1,0,0,0,0,0,0,6,10,3,50,0
212665,91450205732236529R,EN,4502,6513,500,00,,,0,0,141.81,141.81,0,0,0,0,0,141.81,141.81,0,0,94.4,6,0,0,0,1,0,6,0,0,0,3,3,0,4,0,0,0,2,2,1,4,6,192.7,0
212667,91450204775977239E,EN,4502,3670,500,00,,,0,10426,12726,12726,0,0,0,0,0,12726,10820,0,0,14,72,0,0,0,0,0,65,0,0,0,12,32,0,0,0,0,0,0,0,5,10,9,920,0
212668,91450200051008459F,EN,4502,7454,500,00,,,0,0,1769,1769,1769,0,0,1769,0,0,0,0,0,197.8,10,0,0,0,2,1,10,0,0,0,5,5,0,1,1,0,0,0,0,1,9,10,1180,0
212670,914502007537285657,EN,4502,7320,500,00,,,0,0,467.18,467.18,467.18,100,0,367.18,0,0,0,0,0,7.12,12,0,0,0,0,0,12,3,1,2,9,0,0,0,0,0,0,0,0,2,10,11,968.89,20
212680,914502007230592926,EN,4502,3829,30000,13,2017,1,39210.68,20497,20004,20004,0,0,0,0,0,20004,5001,0,0,58,45,0,0,0,2,1,36,1,0,1,22,13,0,13,0,0,1,4,8,6,13,12,327,0
212683,91450200576814840L,EN,4502,3670,30000,00,,,0,300175,300456,277581,0,0,0,0,0,277581,246169,0,22875,2975,375,0,0,0,83,0,377,0,0,0,14,43,0,0,0,0,0,0,0,11,27,40,9013,4
212690,91450200794300127D,EN,4502,7452,5000,00,,,0,0,18529.68,18529.68,18529.68,0,0,18529.68,0,0,0,0,0,1778.12,94,0,0,0,34,17,94,0,0,0,57,37,0,0,0,0,0,0,0,10,64,12,1544.9,1
212692,914502051987758126,EN,4502,3484,63000,00,,,0,132311,122311,122311,0,0,0,0,0,122311,122311,0,0,-6748,437,0,0,0,0,0,450,0,0,0,20,120,0,120,0,5,0,5,110,22,12,56,11192,6
212694,91450223054389154Q,EN,4502,2221,100000,00,,,0,71632,89552,89552,0,0,0,0,0,55719,55719,33833,0,-4006,116,0,0,0,0,0,112,1,0,1,7,8,0,5,1,0,0,2,2,10,5,14,1344,0
212696,914502006193472000,EN,4502,3514,110000,00,,,0,328978,339880,327268,0,0,0,0,0,327268,327268,0,12612,12701,383,0,0,0,13,0,390,10,0,10,92,64,111,86,2,7,26,30,21,17,56,109,12240,15
212708,91450223729740898K,EN,4502,1741,10000,00,,,0,363669,316234,316234,0,0,0,0,0,316234,7000,0,0,3206,518,0,0,0,62,0,510,0,0,0,2,5,0,0,0,0,0,0,0,10,80,80,1900,0
212709,91450200094634302K,EN,4502,3572,1000,00,,,0,620,70,70,70,0,0,70,0,0,0,0,0,-10.6,7,0,0,0,0,0,7,1,1,0,4,1,0,0,0,0,0,0,0,1,6,7,150,0
212711,91450200498598387A,EN,4502,7484,6239,00,,,0,0,132553,132553,132553,0,0,132553,0,0,0,0,0,6964,401,2,0,0,58,25,251,35,1,34,330,36,164,2,0,1,1,0,0,89,312,113,6587,0
212714,91450205747950995J,EN,4502,3670,888,00,,,0,39291,41642,41642,0,0,0,0,0,41642,4713,0,0,-2210,130,0,0,0,0,0,130,0,0,0,1,5,0,0,0,0,0,0,0,16,22,21,2700,1
212715,91450200775997328M,EN,4502,3670,35000,00,,,0,84194,83783,81981,0,0,0,0,0,81981,60000,0,1802,-5929,495,0,0,0,70,5,468,0,0,0,35,37,0,0,0,0,0,0,0,12,56,56,5490,0
212718,914502227086131010,EN,4502,2740,92720,00,,,0,92389,107138,107138,0,0,0,0,0,107138,107138,0,0,-4042,163,0,0,0,10,5,163,0,0,0,12,33,0,0,0,0,0,0,0,60,30,18,8500.6,0
212724,91450200399558603J,EN,4502,6572,3000,00,,,0,0,2026.21,2026.21,2026.21,0,0,2026.21,0,0,0,0,0,1146.71,8,0,0,0,5,3,9,1,0,1,4,2,0,0,0,0,0,0,0,2,6,8,1288.21,0
212725,914502007479727999,EN,4502,3441,3000,00,,,0,65705,66453,66453,0,0,0,0,0,66453,679,0,0,6499,85,0,0,0,5,4,83,0,0,0,11,10,1,4,0,0,3,1,0,10,5,5,1185,0
212728,9145020079134962XB,EN,4502,3432,15500,00,,,0,17638,17638,17638,0,0,0,0,0,17588,17588,0,50,158,68,0,0,0,18,6,70,0,0,0,8,8,0,0,0,0,0,0,0,8,8,11,591,1
212738,91450221662122920D,EN,4502,4349,50000,00,,,0,129606.87,110498,92686,0,0,0,0,0,101745,98200,0,8753,115,170,0,0,0,20,3,90,0,0,0,19,21,0,0,0,0,0,0,0,16,33,10,2100,1
212743,91450200697632832B,EN,4502,3444,35000,00,,,0,287962,294400,294400,0,0,0,0,0,294400,17719.26,0,0,17651,275,0,0,0,0,0,265,7,0,7,44,68,0,197,4,34,95,55,9,3,44,20,9106,3
212759,91450200198602057M,EN,4502,3971,8000,00,,,0,12821,12196,11180,0,0,0,0,0,11180,10845,0,1016,350,67,0,0,0,5,0,68,0,0,0,8,14,7,0,0,0,0,0,0,9,15,13,1185,0
212761,91450200052700965Y,EN,4502,3823,5000,00,,,0,5927.6,11943,4639,0,0,0,0,0,481,180,4158,7304,1670,18,0,0,0,3,0,21,0,0,0,7,4,0,0,0,0,0,0,0,2,8,6,470,6
212764,914502006851917775,EN,4502,3670,5500,00,,,0,150508,125423,124079,0,0,0,0,0,124079,111671,0,1344,695,210,0,0,0,40,0,210,0,0,0,5,10,0,0,0,0,0,0,0,10,20,21,5669,0
212767,91450200675045047U,EN,4502,2929,3000,00,,,0,89254,89139,89139,0,0,0,0,0,89139,73559,0,0,1089,42,0,0,0,5,2,42,5,1,4,17,20,0,8,0,0,1,4,3,7,25,12,3805,4
212783,91450200680109906B,EN,4502,2511,120000,00,,,0,292586,307512,288200,0,0,0,0,0,288200,189840,15217,4095,4936,174,0,0,0,45,4,182,6,0,6,62,54,0,0,0,0,0,0,0,21,7,35,9240,0
212789,914502006821344514,EN,4502,3423,12000,00,,,0,45115,41121,41121,0,0,0,0,0,41121,41121,0,0,3457,58,0,0,0,0,0,58,3,0,3,12,11,0,0,0,0,0,0,0,6,2,6,5359,2
212793,91450200799745731A,EN,4502,4790,5000,00,,,0,0,37708.83,37708.83,37708.83,0,0,37708.83,0,0,0,0,0,776.17,114,0,0,0,18,0,114,1,0,1,48,65,0,0,0,0,0,0,0,22,87,27,2261.75,0
212796,91450223340294105Y,EN,4502,7590,2000,00,,,0,0,8770,8770,2370,0,0,2370,0,0,0,6400,0,-1279,39,0,0,0,14,0,39,10,9,1,11,11,0,26,11,2,0,0,13,9,20,32,2784,0
212800,91450200759785229C,EN,4502,3716,12000,00,,,0,5119,5119,5119,0,0,0,0,0,5119,5119,0,0,-305,37,0,0,0,6,0,39,0,0,0,9,8,0,12,4,0,0,5,3,7,12,9,1037,7
212802,91450203791345514M,EN,4502,7452,2000,00,,,0,0,20982,20982,20982,0,20982,0,0,0,0,0,0,2487,98,0,0,0,32,12,82,2,0,2,35,48,63,69,0,0,8,21,40,14,42,11,475,0
212803,9145020071513175XM,EN,4502,3311,65000,00,,,0,87304,85470,85470,0,0,0,0,0,85470,65113,0,0,832,173,1,0,0,6,0,182,0,0,0,7,27,0,0,0,0,0,0,0,26,35,35,4007,8
212805,914502003307658826,EN,4502,6519,1000,00,,,0,0,258,258,178,0,0,120,58,80,80,0,0,-0.3,7,0,0,0,2,2,7,0,0,0,5,2,0,1,0,0,0,1,0,2,5,7,235,9
212813,91450200619372967N,EN,4502,3921,30000,00,,,0,65510,48235,48235,297,0,0,297,0,44354,44354,3486,98,9712,81,0,0,0,5,1,80,3,2,1,36,19,46,25,0,0,2,15,8,10,37,39,9621,10
212818,914502007759586797,EN,4502,3811,10000,11,2015,1,10000,42133,44394,41734,0,0,0,0,0,35850,28153,5884,2660,-5662,123,0,0,0,4,0,128,0,0,0,14,23,0,31,1,5,19,0,6,13,16,38,3299,0
212821,91450200348558419A,EN,4502,7452,5660,00,,,0,0,6049,6049,6049,0,0,6049,0,0,0,0,0,1147,16,0,0,0,3,0,14,0,0,0,10,5,0,1,0,0,1,0,0,4,6,5,118,0
212823,91450200669743746T,EN,4502,3716,10000,00,,,0,30125,27074.57,26294.68,779.89,0,0,779.89,0,26294.68,21035.74,0,0,2935.94,85,0,0,0,0,0,83,0,0,0,21,37,0,0,0,0,0,0,0,11,39,36,10680,0
212827,914502000543676097,EN,4502,6513,2000,13,2017,1,2000,0,839.7,839.7,239,0,239,0,0,600.7,400.7,0,0,-243.7,6,0,0,0,0,0,6,0,0,0,5,1,0,0,0,0,0,0,0,2,4,6,270,0
212830,91450200662116352C,EN,4502,6519,1000,00,,,0,0,82,82,0,0,0,0,0,82,79,0,0,-11,4,2,0,0,0,0,9,2,1,1,2,0,0,4,1,0,1,2,0,1,3,4,93,0
212831,9145020057180968XL,EN,4502,2643,83100,11,2015,1,613278,301122,322728,322728,0,0,0,0,0,322728,320000,0,0,80483,442,0,0,0,149,12,440,12,1,11,41,54,5,0,0,0,0,0,0,28,70,60,8010,5
212833,91450200330727499M,EN,4502,6519,10000,00,,,0,0,1706.04,1325.66,1115.66,907.62,0,208.04,0,210,210,0,380.38,-587.44,10,0,0,0,0,0,48,0,0,0,6,4,0,2,0,0,0,0,2,4,6,10,352.85,0
212834,914502247759801718,en,4502,2021,13000,00,,,0,266010,266010,266010,1000,0,1000,0,0,173340,86670,86670,5000,8525,387,0,0,0,23,15,380,0,0,0,33,54,36,11,0,0,3,0,8,37,11,45,4700,1
212835,91450200711440010F,EN,4502,6531,5000,00,,,0,0,12236.02,12236.02,2766.83,0,0,1883.83,883,8796.31,8796.31,399.18,273.7,44.6,46,0,0,0,9,2,63,0,0,0,14,16,4,3,0,0,0,1,2,13,18,49,2613.17,0
212836,914502006621129092,EN,4502,1711,31000,00,,,0,130830,105232,103697,0,0,0,0,0,103697,63255,0,1535,-16935,292,0,0,0,0,0,320,0,0,0,18,20,3,0,0,0,0,0,0,27,15,32,500,1
212840,9145020074798516XF,EN,4502,3499,16800,00,,,0,18965,16142,15495,531,0,0,0,531,14964,4521,0,647,1107,43,0,0,0,23,0,46,0,0,0,5,11,0,0,0,0,0,0,0,4,10,6,1230,5
212846,91450200310289946F,EN,4502,6511,50000,00,,,0,0,47727,47671,47671,0,0,47671,0,0,0,0,56,11308,83,0,6,0,23,6,69,3,0,3,49,18,6,6,0,0,0,4,2,18,16,15,2875,0
212876,9145020019859654X5,EN,4502,3821,101000,00,,,0,333096,218747,197053,0,0,0,0,0,201501,143275,0,17246,-59351.5,538,1,0,0,125,64,461,4,0,4,67,113,0,101,8,10,30,32,21,40,45,58,16188,0
212881,91450200680132006W,EN,4502,3821,60000,00,,,0,26880,23550,21100,0,0,0,0,0,21100,17950,0,2450,-26,54,0,0,0,2,0,55,0,0,0,12,16,1,0,0,0,0,0,0,8,19,27,2010,0
212885,914502007852002049,EN,4502,3670,100000,00,,,0,107221,104433,104433,0,0,0,0,0,104433,99050,0,0,12227,123,0,0,0,11,0,123,0,0,0,40,46,0,0,0,0,0,0,0,24,18,35,4087,3
212891,91450200552292718P,EN,4502,5273,5000,00,,,0,0,2034.05,2034.05,0,0,0,0,0,2034.05,1023.98,0,0,66.98,15,0,0,0,0,0,8,3,1,2,3,2,0,0,0,0,0,0,0,5,4,3,80,0
212892,914502005690972301,EN,4502,4620,2000,00,,,0,2024,2024,2024,1023,0,0,1023,0,1000,1000,1,0,34,9,0,0,0,0,0,9,2,1,1,6,1,0,0,0,0,0,0,0,2,3,5,200,1
212907,914502007968103318,EN,4502,3670,20000,00,,,0,812534,781070,769613,9273,0,0,9273,0,769613,717429,0,2184,8661,517,0,0,0,0,0,526,2,0,2,72,62,0,52,0,0,0,5,47,24,136,76,24163,0
212908,91450200794304478K,EN,4502,7452,2000,00,,,0,0,12574.65,12574.65,12574.65,0,0,12574.65,0,0,0,0,0,364.22,62,0,0,0,3,2,57,2,1,1,22,32,0,0,0,0,0,0,0,14,44,17,423.84,0
212913,9145020061936713XN,EN,4502,3599,10000,00,,,0,965,11248,11248,0,0,0,0,0,11248,11248,0,0,34.3,35,0,0,0,3,3,35,1,0,1,15,14,0,0,0,0,0,0,0,13,11,14,858,4
212914,914502007791223937,EN,4502,3990,5000,00,,,0,6037,4532,4532,538,0,0,538,0,3994,3994,0,0,878,27,0,0,0,2,1,25,0,0,0,12,10,0,0,0,0,0,0,0,5,5,12,1629,2
212919,914502006927859448,EN,4502,3660,156600,00,,,0,4211809,3376625,3357590,0,0,0,0,0,3357590,2310021,0,19035,108659,866,0,2,2,55,33,805,18,0,18,187,113,0,352,12,18,83,193,46,58,144,155,105232,4
212922,91450200MA5KA33X65,EN,4502,6531,20000,00,,,0,0,11954.07,11954.07,1259.96,0,0,1259.96,0,10694.11,10694.11,0,0,583.97,33,0,0,0,0,0,31,1,0,1,9,23,0,0,0,0,0,0,0,6,15,15,983.12,0
212927,914502007852186583,EN,4502,3424,30000,00,,,0,33622,31916,31916,0,0,0,0,0,31854,25525,0,62,4262,62,0,0,0,20,3,60,0,0,0,4,15,0,0,0,0,0,0,0,9,7,19,1896,1
212952,91450225782108509M,EN,4502,2625,15000,00,,,0,8300,8233,8233,0,0,0,0,0,8233,8233,0,0,511,38,0,0,0,0,0,38,0,0,0,7,7,0,0,0,0,0,0,0,8,8,9,320,0
212958,91450223779133893W,EN,4502,3441,51800,00,,,0,10963,10590,10590,0,0,0,0,0,10590,6025,0,0,99,58,0,0,0,9,0,55,2,1,0,8,6,0,0,0,0,0,0,0,10,12,6,175,4
212962,914502006621092675,EN,4502,4090,3000,00,,,0,13923,36117,36117,0,0,0,0,0,30422,30422,0,5695,1435,61,1,0,0,0,0,62,6,0,6,33,12,35,7,2,2,3,0,0,8,16,16,2568,8
212967,91450226571832150M,EN,4502,1530,5200,00,,,0,9137,9137,9137,0,0,0,0,0,9137,6822,0,0,1069,65,0,0,0,0,0,65,0,0,0,2,3,0,0,0,0,0,0,0,0,11,11,873,3
212969,91450200054388899J,EN,4502,2619,2000,00,,,0,35261,33245,33245,0,0,0,0,0,25003,25003,8242,0,1883,40,0,0,0,0,0,43,0,0,0,3,15,0,12,0,0,1,2,9,6,8,13,325,0
212970,914502040543825500,EN,4502,6519,2000,00,,,0,0,12609,12609,6735,0,0,6735,0,865,865,1766,3243,2258,84,0,0,0,68,22,72,0,0,0,50,34,0,0,0,0,0,0,0,12,16,18,1207,7
212972,91450200056002697C,EN,4502,5431,5000,00,,,0,0,5084,5084,0,0,0,0,0,5084,5084,0,0,260,10,0,0,0,0,0,10,0,0,0,6,2,0,0,0,0,0,0,0,0,0,8,400,0
212975,914502057479816950,en,4502,1731,500,00,,,0,80718,80718,80718,0,0,0,0,0,80718,80718,0,0,1056,102,0,0,0,0,0,101,0,0,0,0,15,0,9,0,0,0,0,9,9,12,12,523,0
212983,91450200593244333R,EN,4502,3563,2000,00,,,0,19.42,19.42,19.42,0,0,0,0,0,19.42,19.42,0,0,185.79,9,1,0,0,0,0,9,1,1,0,6,2,0,0,0,0,0,0,0,2,7,9,303.12,2
212989,91450204315879785M,EN,4502,2912,2000,00,,,0,212,212,212,0,0,0,0,0,212,212,0,0,87.6,10,0,0,0,2,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,4,3,90,0
212992,91450200708744259Q,EN,4502,3660,12800,00,,,0,53536,54376,52726,0,0,0,0,0,52726,52726,0,1650,-3925,175,0,0,0,0,0,178,1,0,1,20,14,18,0,0,0,0,0,0,10,19,37,2373,0
212998,9145022107064555X7,EN,4502,3670,3000,00,,,0,12560,12560,12560,0,0,0,0,0,12560,12560,0,0,-323.5,37,0,0,0,0,0,37,0,0,0,5,12,0,0,0,0,0,0,0,2,8,5,410.6,3
212999,91450200310210425N,EN,4502,3670,10000,00,,,0,13193.9,8538.29,8538.29,0,0,0,0,0,8538.29,1523,0,0,138.41,30,0,0,0,3,0,30,0,0,0,1,3,0,0,0,0,0,0,0,0,0,8,492,0
213002,91450223593228173A,EN,4502,2432,50000,00,,,0,162884,138074,138074,0,0,0,0,0,138074,124266,0,0,8119,402,0,0,0,0,0,402,0,0,0,4,8,0,0,0,0,0,0,0,16,48,45,8110,14
213005,91450200794322844U,EN,4502,3042,20800,00,,,0,82972,92246,91106,0,0,0,0,0,91106,27778,0,1140,-3506,262,0,0,0,15,0,319,0,0,0,6,12,0,0,0,0,0,0,0,10,5,32,1030,0
213007,91450226775954926J,EN,4502,2032,48000,00,,,0,32021,32021,32021,0,0,0,0,0,32021,9042.99,0,0,-60.19,156,0,0,0,43,0,156,0,0,0,12,6,0,0,0,0,0,0,0,12,14,16,360,0
213011,91450204796824311L,EN,4502,7452,2000,00,,,0,0,5848,5848,5848,0,0,5848,0,0,0,0,0,-464,38,0,0,0,0,0,38,0,0,0,3,20,0,1,1,0,0,0,0,12,24,10,300,0
213020,914502006821356654,EN,4502,3670,65390,00,,,0,76815,65584,65480,0,0,0,0,0,65480,52384,0,104,3445,351,0,0,0,0,0,351,5,1,4,61,76,23,73,1,2,10,51,9,23,61,96,3756,3
213024,91450221682104586J,EN,4502,3670,3000,00,,,0,256036.58,118490,112490,0,0,0,0,0,118490,99849,0,0,13858.2,367,0,0,0,77,52,297,1,0,1,55,78,0,0,0,0,0,0,0,1,45,45,2650,1
213047,914502007230666440,EN,4502,3670,50000,00,,,0,13294.68,14937.84,14937.84,0,0,0,0,0,14937.84,5695.27,0,0,6.93,20,0,0,0,0,0,20,0,0,0,5,4,0,0,0,0,0,0,0,3,3,5,1198.25,0
213059,91450200745110829R,EN,4502,3670,45000,00,,,0,604791.34,816566,642924.71,0,0,0,0,0,642924.71,522500,0,173641.29,25705,876,0,0,0,160,4,920,0,0,0,62,166,0,0,0,0,0,0,0,12,40,92,28420,4
213063,914502001986399927,EN,4502,8499,50000,00,,,0,0,255.1,255.1,0,0,0,0,0,255.1,255.1,0,0,-2598.63,25,0,0,0,0,0,7,0,0,0,19,3,0,0,0,0,0,0,0,12,5,7,120.3,0
213077,91450221589828037J,EN,4502,3670,2000,00,,,0,9359,9359,9359,0,0,0,0,0,9359,9359,0,0,346.66,49,0,0,0,0,0,52,0,0,0,8,23,0,0,0,0,0,0,0,5,10,10,540.21,9
213082,914502000790547139,EN,4502,2641,980,00,,,0,62275,57048,57048,0,0,0,0,0,57048,41993,0,0,3475.8,90,0,0,0,1,1,90,0,0,0,15,30,0,0,0,0,0,0,0,6,25,35,2720,1
213087,9145022373223008X8,EN,4502,2740,9000,00,,,0,38000,34745,34745,0,0,0,0,0,34745,22584,0,0,-80,128,0,0,0,15,3,130,0,0,0,28,3,0,35,1,1,0,5,28,40,35,25,317,2
213092,914502003485447701,EN,4502,6599,2000,00,,,0,0,359.38,359.38,145.71,0,0,145.71,0,73.36,0,60.06,80.25,-52.89,10,0,0,0,0,0,10,1,0,1,7,2,0,0,0,0,0,0,0,3,5,5,52.49,0
213094,9145020006887808X2,EN,4502,7320,1000,00,,,0,0,6111.43,6111.43,6111.43,0,0,6111.43,0,0,0,0,0,598.48,36,0,0,0,15,3,36,3,1,2,28,5,0,13,1,0,1,6,5,3,25,25,5507.55,0
213095,91450200340438033F,EN,4502,3670,80000,00,,,0,112010,123316,123278,0,0,0,0,0,123278,58598,0,38,-4947,98,0,0,0,15,10,96,0,0,0,18,30,0,0,0,0,0,0,0,12,10,15,1596,6
213096,91450224664816889Q,EN,4502,3974,8000,00,,,0,11842,10768,10768,0,0,0,0,0,10768,10768,0,0,-1424,96,0,0,0,0,0,96,0,0,0,16,20,0,0,0,0,0,0,0,5,5,38,1126,3
213103,91450203695397672X,EN,4502,2913,6000,00,,,0,19585.53,19667.95,19585.53,0,0,0,0,0,19585.53,3500,0,82.42,759.99,55,0,0,0,0,0,55,5,3,2,12,15,0,0,0,0,0,0,0,12,8,16,143.6,2
213110,91450200054357259X,EN,4502,7320,500,00,,,0,0,1097,1097,1097,500,0,597,0,0,0,0,0,474.7,15,0,0,0,0,0,15,1,0,1,8,1,0,4,0,0,2,2,0,2,8,15,150,10
213121,914502000617292415,EN,4502,3489,200000,00,,,0,1166882,946445.11,946445.11,0,0,0,0,0,946308.27,324690,0,136.84,-4578.94,581,0,0,1,11,5,576,12,1,11,69,141,0,412,19,43,206,129,15,4,81,27,9049,19
213122,914502003101960293,EN,4502,7590,500,00,,,0,0,1309.74,1309.74,603.77,0,0,0,603.77,0,0,705.97,0,246.29,9,0,0,0,0,0,10,1,0,1,6,2,0,0,0,0,0,0,0,2,4,5,108.7,0
213125,914502006724786726,EN,4502,7721,10000,00,,,0,0,8835,6811,0,0,0,0,0,6980,1970,0,1855,-1537,37,0,0,0,7,0,30,1,0,1,11,6,0,13,1,0,1,3,8,6,8,8,525,0
213131,91450200090731471H,EN,4502,3499,3000,00,,,0,1538.14,454.71,454.71,0,0,0,0,0,454.71,454.71,0,0,-50.51,12,0,0,0,6,0,11,0,0,0,3,3,0,1,0,0,1,0,0,2,4,3,272.91,0
213150,91450200692776263Y,EN,4502,3670,1600,00,,,0,81094.85,81094.85,81094.85,0,0,0,0,0,81094.85,60335.78,0,0,9860.54,49,0,0,0,0,0,68,0,0,0,7,16,0,0,0,0,0,0,0,12,6,11,3883.12,0
213161,914502000617082484,EN,4502,5172,500,00,,,0,0,33632,33632,0,0,0,0,0,33632,20980,0,0,4551,13,1,0,0,0,0,13,8,2,6,3,2,0,0,0,0,0,0,0,0,0,8,2400,0
213167,914502005547186719,EN,4502,3670,6000,00,,,0,36173,29473,29473,0,0,0,0,0,29473,19861,0,0,20.4,101,0,0,0,0,0,101,0,0,0,8,18,10,14,0,0,1,0,13,5,10,26,1682.9,0
213172,91450221699879249G,EN,4502,3424,10000,00,,,0,13817.51,13817.51,13817.51,0,0,0,0,0,13817.51,4318.1,0,0,406.56,43,0,0,0,9,0,39,1,0,1,6,3,0,0,0,0,0,0,0,4,11,11,929.76,0
213180,91450200330724896D,EN,4502,3670,4000,00,,,0,28911,30015,29450,0,0,0,0,0,29450,27388,0,565,-325,111,0,0,0,5,0,109,0,0,0,6,14,0,0,0,0,0,0,0,7,10,11,1657,0
213184,91450200768926273Q,EN,4502,7449,2010,00,,,0,0,4760,4760,4456,0,0,4456,0,0,0,129,175,-566.7,43,0,0,0,16,3,41,1,0,1,11,18,0,5,1,0,0,4,0,12,29,11,1087.4,0
213186,91450200595133952M,EN,4502,3670,20000,00,,,0,158261,189690,189022,0,0,0,0,0,189022,145230,0,668,-2253,200,0,0,0,34,0,194,0,0,0,12,36,0,0,0,0,0,0,0,10,18,20,7595,0
213202,91450221782113578K,EN,4502,3423,14548,00,,,0,7426.9,11746,11746,0,0,0,0,0,11746,7873.6,0,0,634.95,31,0,0,0,2,1,31,2,0,2,4,5,0,0,0,0,0,0,0,1,3,8,464.3,3
213207,914502007759515817,EN,4502,3670,10000,00,,,0,120640,128813,128561,0,0,0,0,0,128561,88121,0,252,1052,285,0,1,0,45,0,310,0,0,0,23,35,0,17,0,0,1,5,11,18,58,33,1068,0
213209,91450200340321361G,EN,4502,7491,11000,00,,,0,0,11551,11551,0,0,0,0,0,8085,8085,3466,0,189,32,0,0,0,3,0,25,0,0,0,10,6,0,0,0,0,0,0,0,4,0,15,656.4,5
213223,91450204MA5K9UU14R,EN,4502,6513,500,00,,,0,0,860.88,860.88,344.35,0,0,344.35,0,516.53,516.53,0,0,-3.78,9,0,0,0,3,2,12,0,0,0,0,5,0,0,0,0,0,0,0,0,7,7,350,0
213229,91450200310134899T,EN,4502,3514,100,00,,,0,300,300,300,0,0,0,0,0,300,150,0,0,-25.54,7,0,0,0,0,0,7,1,0,1,3,2,0,5,2,0,1,1,1,1,5,3,200,3
213231,914502006801474515,EN,4502,3670,30000,00,,,0,302116,239566,239566,0,0,0,0,0,239566,149409,0,0,8031,289,0,0,0,70,5,335,0,0,0,23,31,0,7,0,0,0,0,7,9,26,34,3956,0
213239,91450200322606873Q,EN,4502,6513,5000,13,2017,1,0,0,10117,10117,3541,0,0,3541,0,6576,6272,0,0,6342,30,0,0,0,0,0,30,4,2,2,13,13,10,4,0,0,1,2,1,4,20,25,2350,0
213243,91450200198229141F,EN,4502,3511,1462814.78,1,1993,1,8879000,19000000,18089230.4,17877532.94,0,0,0,0,0,17877532.94,10905295.09,0,211697.46,865984.07,9103,25,14,12,1327,273,8520,430,15,415,2875,187,0,2100,64,236,936,715,149,223,4436,862,418406.18,297
213247,91450200198600924X,EN,4502,3731,134954,00,,,0,160580,244740,233395,0,0,0,0,0,233395,233395,350,10995,14490,586,0,0,0,8,2,614,1,0,1,103,118,164,302,0,21,106,51,124,35,177,186,10350,17
213249,91450200697611652B,EN,4502,2312,16000,00,,,0,20833,20667,16300,0,0,0,0,0,16300,14321,0,4367,-1806,96,0,0,0,5,1,91,1,0,1,7,23,0,0,0,0,0,0,0,10,13,13,569,0
213251,914502037717296846,EN,4502,2922,500,00,,,0,650,575,210,160,38,12,6,0,260,160,120,35,-38,9,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,0,0,0,1,4,6,30,2
